Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Emoney_Payment_Update_Send_Notif,,,,2019-12-02 10:26:50,2019-12-02 10:26:53,3.001s,INCOMPLETE
,,,,,,,
Test Cases/Account/TC_loginCustomer/rian_project_Login_Customer_CICD,,,,2019-12-02 10:26:50,2019-12-02 10:26:52,2.479s,ERROR
"var_enciphered_pin = SecureUtils.doEncryptPinRsaEwallet(dev_public_pem_file, login_access_code)",,,,2019-12-02 10:26:51,2019-12-02 10:26:52,0.941s,PASSED
model = model,,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
println(model),,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.002s,PASSED
plain = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
println(cicdphonenumber),,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
global_phone_number = cicdphonenumber,,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
"if (model == ""0"")",,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.000s,PASSED
else,,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.003s,PASSED
out.println(plain),,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.008s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, aes_key_org_texo)",,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.028s,PASSED
"body = ""{""organisation_id"":"""" + organisation_id + """",""data"":"""" + encipheredData + """",""lang"":"""" + lang + """"}""",,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
out.println(body),,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
"request = findTestObject(""Account/obj_loginCustomer"")",,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.046s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.009s,PASSED
response = sendRequest(request),,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.522s,PASSED
body_content = responseBodyContent,,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.009s,PASSED
status_code = statusCode,,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-02 10:26:52,2019-12-02 10:26:52,0.020s,PASSED
,,,,,,,
Test Cases/E_Wallet/rian_project_Emoney_Payment/rian_project_Emoney_Payment,,,,2019-12-02 10:26:52,2019-12-02 10:26:53,0.312s,ERROR
"var_enciphered_pin = SecureUtils.doEncryptPinRsaEwallet(dev_public_pem_file, var_pin)",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.005s,PASSED
partner_token = var_partner_token,,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
plain = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
"if (model == ""0"")",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
"else if (model == ""1"")",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
out.println(plain),,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
"out.println(""var_customer_token"" + var_customer_token)",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.002s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
out.println(body),,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.002s,PASSED
"request = findTestObject(""E_Wallet/payment_url"")",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.051s,PASSED
out.println(request.getRestUrl()),,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.002s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
"if (var_customer_token == ""0"")",,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
else,,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.003s,PASSED
response = sendRequest(request),,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.030s,PASSED
println(partner_token),,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
body_content = responseBodyContent,,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.000s,PASSED
status_code = statusCode,,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-02 10:26:53,2019-12-02 10:26:53,0.001s,PASSED
