Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_getListUser,,,,2019-11-19 14:18:27,2019-11-19 14:18:52,25.190s,INCOMPLETE
,,,,,,,
Test Cases/Account/Login_Merchant/Login_SysAdmin,,,,2019-11-19 14:18:27,2019-11-19 14:18:34,7.645s,PASSED
"var_enciphered_password = SecureUtils.doEncryptPinRsaEwallet(dev_public_pem_file, var_user_password)",,,,2019-11-19 14:18:28,2019-11-19 14:18:29,0.911s,PASSED
"plain = ""{"" + """"email_address"":"""" + var_email_address + """","" + """"user_agent"":"""" + var_user_agent + """","" + """"password"":"""" + var_enciphered_password + """"}""",,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.001s,PASSED
out.println(plain),,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.017s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.035s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.001s,PASSED
out.println(body),,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.001s,PASSED
"request = findTestObject(""Account/Login_Merchant_URL"")",,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.098s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-11-19 14:18:29,2019-11-19 14:18:29,0.016s,PASSED
response = sendRequest(request),,,,2019-11-19 14:18:29,2019-11-19 14:18:34,4.655s,PASSED
body_content = responseBodyContent,,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.010s,PASSED
status_code = statusCode,,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.001s,PASSED
out.println(body_content),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.026s,PASSED
out.println(respDataMap),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.003s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.020s,PASSED
out.println(var_expected_rc),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.003s,PASSED
out.println(rc_ref.getRCName()),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.002s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.002s,PASSED
"rcIsTrue = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.027s,PASSED
"httpRespIsTrue = verifyEqual(statusCode, rc_ref.getHttpResponse())",,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.004s,PASSED
if (rc_ref == RC00),,,,2019-11-19 14:18:34,2019-11-19 14:18:34,0.138s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TSC_getListUser/TSC_getListUser,,,,2019-11-19 14:18:34,2019-11-19 14:18:35,0.557s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """",""data_rules"":{""filter"": {""username"": """" + var_username + """",""role_id"": """" + var_role_id + """",""status"": """" + var_status + """"},""search"": {""name"": """" + var_name + """"},""sort"": [""created_date""]}}""",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
page_number = var_page_number,,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.000s,PASSED
page_size = var_page_size,,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.000s,PASSED
partner_token = partner_token,,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
out.println(plain),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.002s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.002s,PASSED
out.println(body),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
"request = findTestObject(""Dashboard_App/OR_getListUser"")",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.074s,PASSED
println(hostname),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.003s,PASSED
println(access_token_merchant),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
println(request.getRestUrl()),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.002s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.002s,PASSED
if (var_merchant_token == 0),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
else,,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.009s,PASSED
response = sendRequest(request),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.166s,PASSED
body_content = responseBodyContent,,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
status_code = statusCode,,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
out.println(respDataMap),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
println(body_content),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.002s,PASSED
out.println(var_expected_rc),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
out.println(rc_ref.getRCName()),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-11-19 14:18:35,2019-11-19 14:18:35,0.001s,PASSED
