Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_changeUserStatus,,,,2019-12-18 09:34:30,2019-12-18 09:34:46,15.568s,INCOMPLETE
,,,,,,,
Test Cases/Account/TC_loginMerchant/TC_loginMerchantSysAdmin,,,,2019-12-18 09:34:31,2019-12-18 09:34:35,4.334s,PASSED
"var_enciphered_password = SecureUtils.doEncryptPinRsaEwallet(dev_public_pem_file, var_user_password)",,,,2019-12-18 09:34:32,2019-12-18 09:34:34,1.597s,PASSED
"plain = ""{"" + """"email_address"":"""" + var_email_address + """","" + """"user_agent"":"""" + var_user_agent + """","" + """"password"":"""" + var_enciphered_password + """"}""",,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.001s,PASSED
out.println(plain),,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.010s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.024s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.000s,PASSED
out.println(body),,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.000s,PASSED
"request = findTestObject(""Account/obj_loginMerchant"")",,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.057s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:34,2019-12-18 09:34:34,0.008s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:34,2019-12-18 09:34:35,1.061s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.012s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.002s,PASSED
out.println(body_content),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.033s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.005s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.029s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.006s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.003s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.003s,PASSED
"rcIsTrue = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.031s,PASSED
"httpRespIsTrue = verifyEqual(statusCode, rc_ref.getHttpResponse())",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.008s,PASSED
if (rc_ref == RC00),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.013s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:35,2019-12-18 09:34:36,0.608s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.000s,PASSED
partner_token = partner_token,,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.000s,PASSED
out.println(plain),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
"out.println(""var_merchant_token"" + var_merchant_token)",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
"out.println(""var_partner_token"" + var_partner_token)",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.002s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.003s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
out.println(body),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
"request = findTestObject(""Dashboard_App/obj_changeUserStatus"")",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.040s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
if (var_merchant_token == 0),,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.001s,PASSED
else,,,,2019-12-18 09:34:35,2019-12-18 09:34:35,0.016s,PASSED
response = sendRequest(request),,,,2019-12-18 09:34:35,2019-12-18 09:34:36,0.202s,PASSED
body_content = responseBodyContent,,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.002s,PASSED
status_code = statusCode,,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.000s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.001s,PASSED
out.println(respDataMap),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.000s,PASSED
println(body_content),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.002s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.000s,PASSED
out.println(var_expected_rc),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.000s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.001s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.000s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.003s,PASSED
if (result == false),,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.000s,PASSED
else,,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.006s,PASSED
,,,,,,,
Test Cases/Dashboard_App/TS_changeUserStatus/TS_changeUserStatus,,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.308s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"user_id"":"""" + var_user_id + """","" + """"status"":"""" + var_status + """","" + """"block_reason"":"""" + var_block_reason + """","" + """"block_until"":"""" + var_block_until + """","" + """"change_reason"":"""" + var_change_reason + """"}""",,,,2019-12-18 09:34:36,2019-12-18 09:34:36,0.002s,PASSED
